CustomerID,TotalAmount,Quantity,Cluster
185156,550.4811675,8,1
185161,147.4345831,7,3
185162,228.2893348,3,0
185164,204.5835764,5,3
185167,27.9579134,2,0
185169,351.6479072,6,3
185170,211.2087241,3,0
185173,83.23766764,3,0
185181,63.56735257,1,0
185191,249.0375497,4,3
185203,693.1132837,8,1
185228,534.3248162,9,1
185231,79.33450429,8,3
185255,308.9040765,6,3
185268,527.01516148,12,2
185282,90.5306593,5,3
185290,203.7408298,9,3
185294,518.9830604,6,1
185328,70.93387272,2,0
185330,42.69391499,1,0
185331,241.3776768,4,3
185342,359.0627162,7,3
185388,466.7853203,7,1
185401,19.65153939,2,0
185421,305.1317415,8,3
185422,110.11328175,8,3
185472,653.4201896,9,1
185479,113.8987899,8,3
185490,163.6640343,5,3
185492,186.450831,2,0
185493,402.97100187,9,1
185532,67.94712498,1,0
185536,221.3242966,7,3
185539,32.94681107,1,0
185555,105.3818129,4,0
185567,125.2646815,6,3
185568,47.94771153,3,0
185570,500.6309241,6,1
185594,664.2251011,9,1
185599,714.0637616,9,1
185604,257.9106659,4,3
185608,81.13482528,3,0
185633,670.7199671,8,1
185637,393.2157361,6,3
185642,489.312278,9,1
185650,74.39041948,2,0
185663,48.82305493,1,0
185666,248.8070912,8,3
185676,305.9045673,6,3
185682,428.5911652,8,1
185701,214.0780713,3,0
185715,372.648233,10,1
185727,209.3869894,9,3
185738,59.8462154,1,0
185754,368.68579,5,3
185759,158.2822874,2,0
185765,573.1506942,6,1
185770,211.5544658,3,0
185786,82.90343063,4,0
185817,637.8933741,8,1
185837,249.0864627,8,3
185840,285.1577163,8,3
185849,539.5124945,8,1
185853,62.3092276,1,0
185859,483.8126385,6,1
185866,118.40523,2,0
185897,73.88848077,7,3
185903,202.0124783,3,0
185914,706.436148,9,1
185922,125.5551768,2,0
185936,270.3528663,6,3
185952,33.89687632,1,0
185974,80.04312487,2,0
185991,106.3534598,2,0
186001,233.149698,6,3
186011,107.2908106,3,0
186021,184.7689685,7,3
186026,12.59825621,1,0
186039,191.9127979,5,3
186040,526.5367414,9,1
186054,79.16994806,8,3
186065,67.23396315,1,0
186066,160.5763559,3,0
186068,572.7418615,8,1
186074,456.9800873,9,1
186087,80.51690519,7,3
186114,390.7400156,6,3
186125,84.31934378,1,0
186132,12.54593848,1,0
186137,70.07261353,1,0
186146,493.7435068,8,1
186151,163.5406922,5,3
186154,351.1907765,7,3
186166,255.695463,3,0
186168,257.4956043,6,3
186191,132.2076704,2,0
186222,28.61850716,1,0
186253,525.5631356,6,1
186261,632.4998786,8,1
186266,34.40011141,2,0
186287,185.6308394,4,0
186296,381.6311397,9,1
186298,62.45962873,4,0
186302,498.9522162,9,1
186317,135.1001211,5,3
186336,154.3498433,6,3
186350,515.7635305,9,1
186370,74.84391379,1,0
186392,84.15135384,1,0
186398,82.74835739,1,0
186414,579.4571956,6,1
186420,40.77773304,4,0
186433,86.99600729,3,0
186439,330.0932771,9,3
186456,222.2432847,8,3
186464,278.3968831,4,3
186470,604.7398611,7,1
186472,80.95306057,1,0
186484,201.4510567,9,3
186495,17.35739565,1,0
186500,406.5720218,8,1
186502,261.4773114,9,3
186519,281.5238843,7,3
186520,518.1917127,6,1
186540,178.1685494,3,0
186543,281.3218189,8,3
186546,552.8173179,7,1
186547,120.1360028,7,3
186570,563.3226957,9,1
186575,555.17720289,9,1
186583,116.7063525,5,3
186622,172.6296431,6,3
186625,373.4517436,5,3
186639,147.8676656,3,0
186647,183.4634959,5,3
186668,125.9218421,5,3
186703,54.61510615,2,0
186730,667.6732333,9,1
186737,90.30795796,4,0
186740,419.5724339,5,3
186749,12.09716298,1,0
186752,185.3677375,3,0
186753,273.1478797,5,3
186777,65.86281427,1,0
186814,46.38580173,3,0
186832,413.9904756,8,1
186846,570.4901842,9,1
186862,562.199154,8,1
186880,50.03362641,2,0
186887,486.3912307,8,1
186897,348.0707677,4,3
186903,203.5790082,7,3
186907,233.5507012,5,3
186910,356.5431327,8,3
186922,790.0384764,9,1
186948,350.5387916,8,3
186954,178.9058079,6,3
186960,136.0662755,5,3
186962,48.65842147,3,0
186995,269.2898532,4,3
187001,553.5638501,9,1
187009,337.4248688,7,3
187034,268.7828706,5,3
187035,48.65974551,1,0
187043,191.5629148,6,3
187046,216.3130703,5,3
187051,268.4999702,8,3
187068,276.0888814,9,3
187072,60.500406,1,0
187116,175.1455175,2,0
187136,375.1555866,8,1
187151,260.2565064,8,3
187154,177.676921,9,3
187177,114.0342893,4,0
187190,96.28849356,2,0
187193,329.8880046,4,3
187200,165.0701469,4,0
187211,212.6088582,8,3
187222,283.2844056,3,0
187223,62.54654771,2,0
187224,87.41541947,3,0
187234,224.9337415,3,0
187235,123.3856525,4,0
187241,124.0460022,2,0
187247,371.7622228,12,1
187257,581.1806037,8,1
187262,236.653133,7,3
187265,497.2043182,7,1
187275,210.3725427,3,0
187284,394.8150676,8,1
187288,260.0424996,6,3
187289,23.88263411,1,0
187293,281.0795382,7,3
187311,509.90291428,9,1
187331,122.2235722,3,0
187349,621.8548731,9,1
187434,573.5239387,9,1
187446,128.5103932,4,0
187449,869.4308023,9,1
187480,378.0497761,7,3
187492,63.17879939,2,0
187495,78.15434786,7,3
187505,165.2624526,4,0
187529,241.7761051,7,3
187539,247.2038602,3,0
187544,549.7508999,8,1
187564,169.8742595,8,3
187565,80.00923188,7,3
187568,660.1589278,9,1
187586,40.7365788,2,0
187598,610.5960732,12,2
187613,357.441898,9,1
187614,248.0690175,5,3
187635,326.6562184,4,3
187636,153.1453329,2,0
187665,693.2264806,9,1
187689,254.3927442,6,3
187736,394.9699832,5,3
187744,64.19710205,6,3
187758,126.7560306,3,0
187768,142.8495591,3,0
187772,66.19861304,6,3
187778,77.66740177,1,0
187787,287.7608054,6,3
187794,283.8020076,5,3
187802,413.7326924,7,1
187837,124.3884583,3,0
187847,55.08659291,4,0
187869,254.6912441,4,3
187877,122.3389285,6,3
187886,275.1106936,7,3
187890,459.5475938,8,1
187913,124.7961347,2,0
187917,239.6909063,3,0
187982,31.8913152,1,0
187984,124.4192562,3,0
187989,375.5673646,5,3
187990,464.8400956,8,1
187998,63.45144825,1,0
188005,114.6707614,8,3
188006,185.5640886,8,3
188034,471.5181941,7,1
188035,248.8764966,4,3
188043,108.3469979,2,0
188047,247.8973864,8,3
188049,62.76156654,2,0
188051,178.0039371,3,0
188056,99.57392196,2,0
188070,401.415499,14,2
188094,259.5303329,4,3
188100,279.9395493,5,3
188105,171.9932782,3,0
188116,316.1921993,4,3
188124,621.8112381,7,1
188125,54.31683922,1,0
188129,51.5024939,4,0
188137,97.28954273,2,0
188146,555.8610682799999,13,2
188164,131.1672791,7,3
188175,56.07762193,1,0
188188,35.63868629,1,0
188200,428.0346367,9,1
188213,582.1998107,9,1
188222,73.43642439,1,0
188228,422.04495260000004,5,3
188229,84.34887551,7,3
188248,243.3830211,3,0
188253,315.1002092,7,3
188282,126.1048844,4,0
188283,720.5489617,9,1
188293,45.53671893,3,0
188296,52.36824008,2,0
188302,373.666883,4,3
188314,125.1872331,2,0
188315,71.52996399,1,0
188318,446.7468866,6,1
188339,180.9916746,8,3
188346,63.20568473,4,0
188351,190.6341878,5,3
188371,342.8147894,8,3
188390,312.879688,5,3
188398,284.2135026,4,3
188400,87.65968338,2,0
188404,27.14849539,1,0
188412,218.2730852,8,3
188413,324.1560196,4,3
188436,118.653195,4,0
188467,479.9419512,9,1
188477,76.93544809,2,0
188500,83.69235928,1,0
188503,128.5543163,2,0
188509,260.5013525,5,3
188510,32.82796018,1,0
188525,34.03597093,2,0
188552,125.8392569,2,0
188553,235.1316333,4,3
188574,793.725914,9,1
188577,252.4105291,5,3
188582,121.7200075,3,0
188585,157.092487,2,0
188589,655.5289391,12,2
188597,85.34334122,3,0
188598,274.4422115,5,3
188608,122.3359475,2,0
188635,554.9897993,8,1
188662,330.3180137,9,3
188665,79.68581368,1,0
188671,512.8280809,6,1
188691,244.3038637,4,3
188702,584.5107943,7,1
188710,71.00118422,7,3
188721,418.3692385,9,1
188722,202.5669279,8,3
188739,149.6354628,4,0
188741,569.6524599,8,1
188757,302.6898774,7,3
188762,21.27316816,1,0
188772,247.5894794,5,3
188779,116.8996967,6,3
188820,95.07094721,2,0
188836,101.9071326,5,3
188857,221.8417375,4,3
188865,136.3156809,4,0
188870,141.5476827,4,0
188874,457.8381433,9,1
188893,44.17881347,5,0
188943,69.93523441,4,0
188950,96.35303584,2,0
188956,506.5992962,6,1
188965,78.82646971,6,3
188983,301.2260832,8,3
188990,242.7239584,8,3
189024,57.23452251,1,0
189025,69.08205195,2,0
189031,354.7655341,7,3
189041,209.6687576,6,3
189045,421.211442,7,1
189051,288.9235898,3,0
189055,168.9078744,8,3
189064,35.93543486,1,0
189073,272.234555,6,3
189074,67.73764927,6,3
189100,318.5798673,5,3
189117,101.118895,4,0
189123,410.1328642,6,3
189126,413.5156533,5,3
189130,12.56308652,1,0
189136,334.6745824,7,3
189137,609.7711584,8,1
189149,50.30781785,3,0
189169,573.2738924,8,1
189171,488.0646591,9,1
189188,240.3428617,7,3
189200,298.6531657,6,3
189204,41.37569244,1,0
189214,72.53987695,2,0
189226,91.1235217,1,0
189237,103.4912267,2,0
189242,616.5181158,7,1
189263,294.4844943,4,3
189264,623.2774749,8,1
189265,366.302944,13,1
189275,178.5393047,5,3
189280,503.0131895,7,1
189288,257.32333919999996,17,2
189297,688.6302974,9,1
189304,229.723816,7,3
189318,302.7400018,6,3
189331,258.7124847,5,3
189344,92.40091181,3,0
189362,67.50731291,2,0
189370,848.0929281,9,1
189372,788.4925407000001,19,2
189379,51.30631502,2,0
189381,82.19343871,3,0
189392,136.2095937,4,0
189434,85.29738917,2,0
189437,730.4717886,8,1
189439,490.433532,7,1
189440,101.5678817,9,3
189445,477.9652598,6,1
189465,319.6180093,8,3
189470,157.1412755,3,0
189489,56.10307695,1,0
189494,120.9962255,8,3
189506,266.7706027,6,3
189507,85.56548392,6,3
189515,245.0940511,5,3
189535,387.3409801,7,3
189545,439.7563366,7,1
189547,124.770978,5,3
189567,228.7639938,5,3
189573,129.2175154,2,0
189594,44.76631129,3,0
189598,403.6598767,6,3
189638,872.8054989,9,1
189668,875.6210738,9,1
189669,675.0969989,9,1
189679,233.2928654,5,3
189693,112.638325,9,3
189700,167.8203268,3,0
189709,147.4014657,9,3
189715,137.0792032,5,3
189742,207.1023505,4,0
189746,69.35045646,1,0
189758,95.40143548,4,0
189759,76.42430349,7,3
189768,419.2927548,6,3
189769,139.9995011,3,0
189792,18.82393427,1,0
189816,69.62118582,3,0
189826,474.6970559,9,1
189834,250.0054172,4,3
189847,45.98813309,1,0
189855,198.6638977,5,3
189863,399.1331992,8,1
189886,347.1142883,5,3
189908,77.13167029,2,0
189909,580.7011424,7,1
189922,192.0612559,9,3
189924,387.4431805,6,3
189936,199.4147215,3,0
189945,144.0569722,5,3
189947,389.8261051,6,3
189966,115.429463,2,0
189971,325.0215239,8,3
189986,117.0499605,3,0
189997,30.51452936,1,0
190004,768.4258596,9,1
190009,704.3505093,8,1
190014,664.9090623,8,1
190021,222.2101207,3,0
190029,227.3963567,8,3
190057,64.71221704,2,0
190110,365.1210064,4,3
190118,379.8789572,8,1
190121,307.7721018,6,3
190135,188.5852878,7,3
190136,279.7662393,7,3
190156,95.01463934,3,0
190158,595.556974,17,2
190163,95.95013239,4,0
190188,37.29009395,1,0
190195,1143.6353333000002,16,2
190206,537.5751795,8,1
190241,130.6042201,2,0
190245,167.3057109,3,0
190247,453.2282354,9,1
190253,71.28251869,1,0
190256,421.2974836,9,1
190267,598.2393876,9,1
190273,72.30737149,4,0
190277,435.2893566,5,3
190284,409.7087528,7,1
190310,61.9679357,1,0
190313,343.2219634,5,3
190341,313.5391476,4,3
190343,39.42800711,1,0
190352,84.96256568,8,3
190353,103.4274266,9,3
190363,350.1274318,5,3
190376,361.9549302,5,3
190379,40.04148303,4,0
190389,271.5169201,3,0
190394,592.4299632,8,1
190411,384.1713758,9,1
190420,194.7304031,5,3
190437,158.0166808,2,0
190459,407.1061407,7,1
190461,386.8576056,5,3
190471,90.97808799,6,3
190478,629.2733165,15,2
190485,226.3480341,3,0
190499,242.1969628,3,0
190500,854.4372405,9,1
190509,47.58968584,1,0
190517,555.3386277,9,1
190535,342.309196,6,3
190548,634.378125,7,1
190587,98.46682345,3,0
190594,37.08707201,1,0
190599,262.833294,4,3
190611,264.9392011,7,3
190622,218.8359179,3,0
190627,451.1027636,6,1
190655,240.2849457,4,3
190683,57.02844001,2,0
190696,158.3815598,2,0
190697,261.7667584,6,3
190701,448.5922785,16,2
190715,250.2125681,7,3
190719,86.54876613,5,0
190722,38.49547753,4,0
190726,387.2678941,9,1
190756,97.18942655,9,3
190778,187.1558657,4,0
190786,181.6959062,4,0
190793,11.11298423,1,0
190795,676.1321786,8,1
190819,131.4625876,5,3
190821,33.02625199,1,0
190823,141.7404572,4,0
190826,61.79621152,2,0
190831,70.65740271,1,0
190850,93.17578469,3,0
190851,395.9731498,7,1
190871,698.2361197,9,1
190881,58.77136004,2,0
190884,48.27976166,4,0
190893,282.123294,4,3
190894,404.7666306,5,3
190918,252.3277055,5,3
190931,465.473191,9,1
190932,268.8251744,5,3
190933,80.23062197,1,0
190943,114.1152484,5,3
190947,165.4883859,7,3
190950,142.8439777,7,3
190951,714.9659294,11,2
190956,705.2031232,10,1
190967,491.5667966,13,2
190971,228.6847141,3,0
190975,19.8778847,1,0
190998,109.2375964,4,0
191007,341.1011534,4,3
191009,461.8197303,6,1
191017,46.08950736,1,0
191023,438.1826419,7,1
191025,293.9967503,7,3
191028,209.6995761,6,3
191037,609.1945336,11,1
191048,68.9277158,3,0
191055,134.0141571,2,0
191076,185.534153,3,0
191107,115.8786808,3,0
191117,45.53694364,1,0
191118,236.2523932,3,0
191124,339.8110267,8,3
191131,145.1307875,2,0
191144,236.136206,9,3
191150,442.2285255,7,1
191167,254.3258397,5,3
191180,694.9800883,9,1
191186,201.3677611,3,0
191222,235.119311,9,3
191225,40.55004121,1,0
191227,339.734293,6,3
191236,18.32211098,1,0
191269,170.8199939,5,3
191310,201.538547,9,3
191317,187.4343074,8,3
191326,61.8430004,6,3
191327,401.7226028,7,1
191337,128.541781,2,0
191338,189.2054786,2,0
191339,618.8919941,8,1
191340,117.8703551,4,0
191380,157.6507666,3,0
191408,146.7981281,2,0
191412,239.7668148,4,3
191433,14.49458488,1,0
191454,274.11155,4,3
191491,48.62821646,1,0
191506,247.2334308,3,0
191526,290.8179041,6,3
191529,57.72502117,1,0
191542,773.3952195,9,1
191545,63.40891296,5,0
191556,360.85889289,14,2
191557,621.2796769,9,1
191586,129.4303221,3,0
191592,78.39797915,2,0
191612,66.14412373,2,0
191628,302.94243,7,3
191644,195.8090505,8,3
191646,53.84467102,1,0
191656,436.340419,7,1
191670,288.8021036,8,3
191687,317.7823202,5,3
191710,494.9458228,7,1
191716,210.9259764,8,3
191717,182.678956,7,3
191728,74.71167511,2,0
191731,250.39878814000002,9,3
191732,41.62986133,3,0
191748,449.6058994,5,1
191754,81.64907432,5,0
191770,63.66959805,1,0
191778,251.9231328,3,0
191782,9.970836154,1,0
191792,62.1346117,3,0
191796,80.59601508,2,0
191798,93.52882234,5,3
191801,524.6778767,6,1
191810,350.3666937,5,3
191813,17.95403306,2,0
191814,167.9193383,4,0
191820,128.6360354,7,3
191840,626.5304411,8,1
191850,76.02277994,4,0
191857,198.6932296,4,0
191877,17.9419365,1,0
191888,214.9806026,5,3
191893,562.1865869000001,15,2
191919,381.0951775,6,3
191940,341.1582197,5,3
191951,249.9720835,7,3
191968,331.7559246,9,3
191970,51.91607305,1,0
191995,581.5138959,8,1
192014,130.1032406,5,3
192016,164.3183769,6,3
192038,62.69407671,2,0
192078,188.7492102,4,0
192085,324.3489356,13,1
192087,156.4918236,2,0
192097,174.9732426,2,0
192106,29.85614282,2,0
192108,341.8695455,5,3
192120,21.54268376,2,0
192121,274.5933086,8,3
192123,542.661061,6,1
192130,226.4371201,3,0
192133,35.81958903,4,0
192147,56.45550025,2,0
192151,343.5112952,6,3
192180,175.8832999,5,3
192190,237.7093722,9,3
192193,509.7107914,9,1
192204,89.20327045,2,0
192206,36.21984939,1,0
192208,369.363115,9,1
192226,93.43225142,2,0
192234,327.3573122,5,3
192251,386.313013,6,3
192269,135.0288683,2,0
192272,228.9188858,4,3
192273,163.9657066,9,3
192317,99.87136722,8,3
192319,446.0825086,8,1
192333,632.0884824,9,1
192338,212.2895465,8,3
192355,428.4819675,8,1
192357,135.6998336,3,0
192368,39.18215391,1,0
192369,366.0921636,5,3
192377,328.1131048,4,3
192380,428.7929708,6,1
192381,479.0322435,7,1
192399,71.0976285,1,0
192409,325.91492,5,3
192439,422.3505217,6,1
192452,478.66777,7,1
192459,238.0012956,8,3
192476,336.7152871,8,3
192499,199.8795225,6,3
192505,283.6026156,3,0
192531,53.68134393,1,0
192533,485.9510641,7,1
192552,119.6949042,6,3
192560,412.6741814,5,3
192568,319.7075685,8,3
192570,60.91589638,5,0
192574,606.3856415,7,1
192596,57.69790308,1,0
192598,91.44457734,9,3
192602,105.7714506,3,0
192606,339.7643504,9,3
192611,487.2254459,6,1
192625,255.2466312,6,3
192635,353.4408141,6,3
192671,162.8445605,6,3
192681,71.77729736,1,0
192686,36.30599611,2,0
192689,298.7276419,5,3
192700,63.91239224,2,0
192714,174.0168824,4,0
192718,192.9835002,8,3
192720,153.2318038,3,0
192723,587.9979799,9,1
192728,73.26826769,3,0
192732,245.1492684,3,0
192757,106.6097688,5,3
192772,368.6674738,9,1
192800,39.46013217,3,0
192815,152.8829298,7,3
192816,75.51709164,2,0
192829,225.65496413,8,3
192855,263.78386851,9,3
192864,570.6519331,8,1
192865,77.74753274,6,3
192866,448.1215748,9,1
192871,201.2238148,4,0
192880,156.8461698,2,0
192885,279.8610764,6,3
192892,284.4504833,6,3
192899,82.11978706,1,0
192901,59.42163131,3,0
192915,685.2911644,8,1
192917,553.6289437,8,1
192919,122.4884884,5,3
192923,35.07695274,1,0
192928,412.8877766,9,1
192937,333.5368631,5,3
192945,105.0014528,2,0
192949,226.3356787,6,3
192959,69.04711395,3,0
192973,232.6019181,3,0
192976,103.9253637,5,3
193009,707.7544117,9,1
193011,203.8492867,8,3
193016,61.09899733,1,0
193017,230.1961366,5,3
193037,42.67750776,2,0
193039,213.525334,4,0
193041,135.8086257,4,0
193051,224.3252511,3,0
193054,111.9458263,6,3
193059,463.2760472,6,1
193073,246.6846442,4,3
193082,256.7892838,5,3
193090,508.0051477,7,1
193102,275.0231599,5,3
193103,718.5971148,8,1
193122,440.7310038,5,3
193131,203.113066,3,0
193141,284.37042342,9,3
193144,144.3933695,4,0
193146,43.25740652,1,0
193157,521.22687239,14,2
193160,429.1956781,8,1
193162,81.38988989,3,0
193164,155.8575847,5,3
193186,129.0316197,2,0
193191,557.2760015,7,1
193198,632.255602,9,1
193210,414.928473,6,3
193212,114.7261274,2,0
193236,470.6634712,8,1
193257,231.6603372,9,3
193266,108.2713453,3,0
193273,129.0327045,2,0
193276,536.0832401,7,1
193278,120.4402898,2,0
193282,673.09021048,10,1
193283,38.49836967,1,0
193290,231.1008673,7,3
193293,456.7120467,8,1
193298,756.0019105,16,2
193302,96.54791156,9,3
193305,475.8700172,9,1
193311,82.86794249,2,0
193312,325.3709377,5,3
193313,137.8234143,7,3
193321,12.58586211,1,0
193325,502.4592567,7,1
193346,606.0506224,9,1
193353,488.5474123,9,1
193377,219.8138537,5,3
193380,211.0786714,9,3
193389,180.1806678,3,0
193400,369.8792166,4,3
193404,102.6376326,5,3
193406,297.8775916,9,3
193422,300.6784969,9,3
193424,660.9604372,8,1
193425,104.3451071,4,0
193437,668.1174454,8,1
193459,67.49476123,2,0
193461,103.9266274,6,3
193471,247.5935731,9,3
193490,367.2381952,6,3
193498,165.8430677,6,3
193504,185.1486091,5,3
193511,176.9070176,2,0
193518,141.3581169,2,0
193519,102.3073423,2,0
193520,192.4970045,5,3
193521,53.54814831,1,0
193542,86.34973634,3,0
193545,103.1002857,5,3
193553,43.09206089,3,0
193561,511.688654,8,1
193572,79.06142089,7,3
193583,405.872027,8,1
193587,704.7789464,8,1
193589,34.5706818,3,0
193593,361.9052104,4,3
193610,159.237764,7,3
193622,378.4634822,4,3
193632,271.636456,4,3
193638,169.3778919,3,0
193641,75.4954754,2,0
193647,448.6054926,5,1
193655,474.7217577,7,1
193663,41.65549758,1,0
193710,589.46862485,16,2
193728,84.60355713,2,0
193755,513.4084372,7,1
193784,269.6377644,4,3
193790,547.0402857,9,1
193791,39.16269226,1,0
193803,568.3622939,8,1
193833,513.26653109,13,2
193859,427.2369853,6,1
193881,271.3589521,9,3
193889,174.7254353,3,0
193896,150.6511365,2,0
193930,173.3141045,3,0
193946,93.8604332,3,0
193954,498.7946401,8,1
193956,146.4024625,4,0
193964,66.73669243,1,0
193967,156.2483176,8,3
193975,84.03595813,7,3
193977,51.12211091,2,0
193982,181.8892492,3,0
193996,30.50461536,1,0
194025,185.4469842,8,3
194037,445.3978274,7,1
194046,144.7228896,2,0
194058,164.1390628,5,3
194059,498.124572,8,1
194072,403.700286,5,3
194074,102.2694192,6,3
194106,616.4377887,9,1
194121,477.4709849,7,1
194129,112.5125221,5,3
194131,153.1936661,2,0
194150,104.0141842,5,3
194152,196.87028457,10,3
194173,469.6059925,6,1
194203,57.07322573,1,0
194208,31.5471351,3,0
194256,33.36362947,2,0
194266,555.3492304,7,1
194267,168.2844486,2,0
194288,270.3282266,7,3
194291,392.6280081,6,3
194309,528.2558163,8,1
194312,92.00390772,2,0
194325,226.8917757,5,3
194328,107.6380332,3,0
194333,369.4574158,9,1
194346,80.03297635,5,0
194388,110.2531263,3,0
194394,402.86657003999994,11,1
194399,219.4098241,3,0
194411,352.7625919,5,3
194417,357.5521641,5,3
194427,685.8656437,9,1
194428,325.2121253,6,3
194430,183.3868952,3,0
194438,438.7059618,7,1
194448,148.0137331,3,0
194449,259.2224156,4,3
194452,148.1927636,2,0
194483,637.744577,7,1
194487,93.88866315,3,0
194490,414.3985428,7,1
194502,246.3366597,4,3
194507,386.7782167,6,3
194526,138.535034,3,0
194546,156.5493285,6,3
194550,121.0811645,8,3
194572,266.0148739,4,3
194585,73.39840954,5,0
194607,44.65190152,2,0
194628,99.7576324,3,0
194638,175.2343387,8,3
194645,215.8820556,4,0
194647,149.6361875,3,0
194672,709.4068121,9,1
194699,397.0383247,5,3
194708,444.8245123,5,3
194712,495.0668477,6,1
194740,875.970663,15,2
194750,243.907387,9,3
194773,269.0150172,5,3
194781,271.8129478,3,0
194786,442.339436,5,3
194787,168.5587024,4,0
194794,181.7771987,9,3
194814,105.423551,5,3
194832,307.521225,6,3
194851,135.805006,8,3
194870,240.9930906,9,3
194872,218.0341607,6,3
194878,200.408928,6,3
194889,144.6524733,6,3
194893,462.8239648,9,1
194927,104.8661951,6,3
194928,167.9651898,8,3
194932,28.2479588,1,0
194935,176.1663092,3,0
194938,52.14481683,1,0
194957,214.9485582,4,0
194967,52.06622374,1,0
194985,20.31924062,1,0
194990,250.7620355,5,3
194993,143.209916,3,0
194995,57.19730046,1,0
195007,106.251479,2,0
195008,18.57449635,1,0
195011,371.6708182,7,3
195014,400.5901374,5,3
195017,251.1835597,8,3
195025,602.0466901,9,1
195027,524.0373821,9,1
195028,97.60883074,2,0
195031,160.6024124,3,0
195033,47.52783813,3,0
195038,93.58325302,8,3
195041,161.2325284,2,0
195042,274.1294561,9,3
195064,166.952526,9,3
195072,229.2554495,6,3
195076,352.5646651,5,3
195080,93.36732437,7,3
195088,145.635305,2,0
195094,282.7260719,7,3
195096,548.4321421,9,1
195113,293.9179541,4,3
195131,31.52595007,1,0
195132,57.7518158,3,0
195139,360.4642563,4,3
195153,50.40467546,2,0
195155,51.48298985,2,0
195176,47.68135102,3,0
195177,464.8930744,6,1
195178,237.2435615,5,3
195186,113.4922874,5,3
195237,665.7205667,9,1
195246,49.64537695,1,0
195257,231.3840793,4,3
195264,250.7284821,5,3
195270,48.78203903,1,0
195274,104.573056,4,0
195276,661.4874877,9,1
195279,83.85008796,1,0
195287,533.3666765,9,1
195289,217.5626816,3,0
195310,145.5238376,2,0
195317,410.7948488,6,3
195325,246.7486048,9,3
195328,288.1337966,4,3
195332,36.9864075,4,0
195334,399.9399624,6,3
195363,32.51923351,1,0
195368,94.70446608,8,3
195374,292.8673307,6,3
195384,94.34726958,3,0
195392,917.3724992,14,2
195395,135.1809046,4,0
195409,900.1315447,11,2
195426,819.5650964,9,1
195430,177.8868888,3,0
195444,91.61241919,2,0
195473,653.2312348,8,1
195475,772.0351016,8,1
195482,193.7208503,3,0
195514,299.4757953,6,3
195536,268.1372365,3,0
195538,280.0331165,4,3
195570,12.38702137,1,0
195587,67.95373834,4,0
195589,734.9692018,9,1
195593,28.9673709,2,0
195594,74.97512439,9,3
195605,317.5533091,4,3
195612,530.754847,8,1
195624,197.3497419,6,3
195626,363.5163297,5,3
195632,287.5279281,5,3
195640,162.9309732,2,0
195644,236.7036914,4,3
195649,96.13156886,2,0
195700,12.71953777,1,0
195716,264.8164255,3,0
195723,85.45367027,4,0
195725,159.5535098,2,0
195752,37.34250504,1,0
195754,53.23786146,2,0
195759,620.3819399,8,1
195769,214.0964316,9,3
195771,451.15402489999997,11,1
195779,91.63437577,8,3
195783,48.38424191,1,0
195795,382.6362039,7,3
195797,441.2746826,9,1
195804,314.3540027,4,3
195812,27.53581522,1,0
195813,290.6745573,4,3
195819,264.8188058,6,3
195827,193.8487088,4,0
195830,319.9880116,6,3
195857,177.5681485,3,0
195860,119.0787604,3,0
195861,360.5321597,4,3
195886,419.9328974,7,1
195892,147.8833501,9,3
195903,61.74014622,4,0
195909,37.28059828,1,0
195914,80.96591722,3,0
195922,268.834578,5,3
195939,247.1717051,6,3
195948,413.5872959,7,1
195952,63.97473943,2,0
195961,646.4396454,9,1
195983,94.62366165,8,3
196005,51.68469206,2,0
196037,319.6989549,8,3
196047,25.14903247,1,0
196064,312.6470325,4,3
196070,212.8380519,9,3
196072,143.2931556,3,0
196078,169.17434497,5,3
196119,418.0931562,7,1
196129,337.2882929,8,3
196130,409.58621619999997,11,1
196151,425.6443699,6,1
196167,63.63981034,5,0
196175,148.7201271,4,0
196200,57.95903797,2,0
196210,460.426257,9,1
196215,86.05658465,1,0
196220,444.2683374,6,1
196221,593.7027005,8,1
196224,159.1617173,7,3
196237,20.19830166,1,0
196242,231.3679345,5,3
196244,21.68028292,2,0
196251,177.895799,2,0
196257,208.368277,9,3
196261,83.4830686,2,0
196274,43.09611179,3,0
196275,357.3555084,4,3
196284,175.476304,9,3
196291,595.2662222,8,1
196293,525.1665428,6,1
196303,472.0210918,9,1
196310,335.0318933,9,3
196362,73.5618324,8,3
196373,207.2038595,4,0
196375,584.4227364000001,14,2
196384,302.1764208,4,3
196388,109.5591802,2,0
196393,484.79118269,12,1
196395,627.988554,8,1
196411,89.45249522,4,0
196412,146.6390497,2,0
196445,471.8909748,6,1
196449,248.36543199,8,3
196451,270.5603307,4,3
196457,522.9650873,6,1
196483,66.32328396,1,0
196487,252.3786294,9,3
196505,50.96254165,1,0
196513,273.9261538,7,3
196515,36.07067668,3,0
196517,151.8560425,6,3
196523,1001.1753302,15,2
196530,400.1236187,6,3
196535,400.2995779,8,1
196536,233.7203284,3,0
196560,425.7628325,6,1
196565,23.12680727,2,0
196568,18.29601975,1,0
196579,595.174613,8,1
196587,386.2783392,7,3
196604,81.37500167,2,0
196608,163.7385456,3,0
196620,382.5088806,8,1
196629,429.5867931,8,1
196633,407.2857685,6,3
196636,136.7808226,3,0
196650,352.2507156,9,1
196653,48.30022178,2,0
196654,425.3379958,8,1
